#####################################################################
# Alchemist log file - simulation started at: 2020-02-18T17:06+0000 #
#####################################################################
# seed = 0.0, speed = 1, meanNeighbors = 2, nodeCount = 50
#
# The columns have the following meaning: 
# time nodes org:protelis:armonicCentralityHLL[Mean] harmonicCentrality[Mean] msqer@harmonicCentrality[Mean] msqer@harmonicCentrality[Max] msqer@harmonicCentrality[Min] msqer@harmonicCentrality[StandardDeviation] 
0.0 50.0 NaN NaN 0.0 0.0 0.0 0.0 
0.5 50.0 0.6428571428571429 3.0851904761904763 2.8151904761904762 6.833333333333333 0.0 2.2356354543138575 
1.0 50.0 1.1566666666666667 3.0851904761904763 1.9485238095238098 6.833333333333333 0.0 1.899177134629404 
1.5 50.0 2.1033333333333335 3.0651904761904762 1.115190476190476 4.7595238095238095 0.0 1.4186925303018512 
2.0 50.0 2.7533333333333334 3.0651904761904762 0.44519047619047625 2.833333333333333 0.0 0.6964591564222518 
2.5 50.0 2.7933333333333334 3.2265238095238096 0.4331904761904763 2.9166666666666665 0.0 0.6732837750128762 
3.0 50.0 2.9286666666666665 3.2265238095238096 0.30985714285714294 2.9166666666666665 0.0 0.5529744599796552 
3.5 50.0 3.0523333333333333 3.1998571428571427 0.18009523809523803 1.4999999999999996 0.0 0.3179087814705814 
4.0 50.0 3.1277619047619045 3.3914126984126987 0.9265079365079365 3.8499999999999996 0.0 1.1296182152073222 
4.5 50.0 3.153952380952381 3.418079365079365 0.9126984126984128 3.8499999999999996 0.0 1.0913370889548735 
5.0 50.0 3.3081190476190474 3.1263015873015876 1.0407063492063495 3.5511904761904773 0.0 1.1152545063776753 
5.5 50.0 3.3817857142857144 2.901047619047619 0.916452380952381 3.283333333333334 0.0 1.0298243741479187 
6.0 50.0 3.3068333333333335 3.3756349206349205 0.9557063492063494 3.666666666666667 0.0 0.8786650567965382 
6.5 50.0 3.2046428571428573 3.383634920634921 0.7144682539682541 3.666666666666667 0.0 0.8457526831853838 
7.0 50.0 3.0496269841269843 3.1317142857142857 0.46657936507936504 2.9 0.0 0.7073280039564167 
7.5 50.0 3.1470079365079364 3.1317142857142857 0.3972936507936508 2.9 0.0 0.6865024580298994 
8.0 50.0 3.1342380952380955 3.1317142857142857 0.10852380952380951 1.083333333333333 0.0 0.258289425404278 
8.5 50.0 3.2197857142857145 3.1317142857142857 0.11940476190476194 2.833333333333333 0.0 0.42208542598683413 
9.0 50.0 3.2774126984126983 3.165047619047619 0.2323650793650794 2.833333333333333 0.0 0.5237252386273255 
9.5 50.0 3.259087301587302 3.1248095238095237 0.2742777777777778 1.75 0.0 0.46474282959329577 
10.0 50.0 3.262793650793651 2.942142857142857 0.46065079365079364 3.333333333333333 0.0 0.6709541037206815 
10.5 50.0 3.184595238095238 2.882142857142857 0.4024523809523809 3.333333333333333 0.0 0.6689784647070812 
11.0 50.0 3.020261904761905 2.9154761904761908 0.1747857142857142 1.5 0.0 0.3293201854690362 
11.5 50.0 2.9925952380952383 2.9154761904761908 0.08711904761904758 1.5 0.0 0.2498837818163218 
12.0 50.0 2.960809523809524 2.8801428571428573 0.09599999999999996 1.5 0.0 0.2676969891585169 
12.5 50.0 2.895809523809524 2.8801428571428573 0.030999999999999958 0.5 0.0 0.09828518364566968 
13.0 50.0 2.897809523809524 2.8801428571428573 0.01766666666666664 0.5 0.0 0.07539841268170457 
13.5 50.0 2.8844761904761906 2.8801428571428573 0.004333333333333326 0.08333333333333304 0.0 0.01775686127808003 
14.0 50.0 2.8801428571428573 2.9001428571428574 0.020000000000000004 0.5000000000000004 0.0 0.09897433186107879 
