#####################################################################
# Alchemist log file - simulation started at: 2020-02-18T17:26+0000 #
#####################################################################
# seed = 0.0, speed = 1, meanNeighbors = 5, nodeCount = 20
#
# The columns have the following meaning: 
# time nodes org:protelis:armonicCentralityHLL[Mean] harmonicCentrality[Mean] msqer@harmonicCentrality[Mean] msqer@harmonicCentrality[Max] msqer@harmonicCentrality[Min] msqer@harmonicCentrality[StandardDeviation] 
0.0 20.0 NaN NaN 0.0 0.0 0.0 0.0 
0.5 20.0 0.625 7.15 6.9 9.333333333333334 1.0 2.4530026951110804 
1.0 20.0 2.3166666666666664 7.15 4.833333333333334 8.766666666666667 0.0 2.4720011071365264 
1.5 20.0 3.875 7.15 3.2750000000000004 6.833333333333334 0.0 1.9633818836519379 
2.0 20.0 5.566666666666666 7.15 1.5833333333333335 3.733333333333334 0.0 1.1791810023305627 
2.5 20.0 6.203333333333333 7.15 0.9466666666666668 2.7666666666666675 0.0 0.8626356999783819 
3.0 20.0 6.806666666666667 7.15 0.3433333333333333 0.9000000000000004 0.0 0.37072711863475555 
3.5 20.0 6.998333333333334 7.15 0.15166666666666656 0.9000000000000004 0.0 0.29448637018073026 
4.0 20.0 7.15 7.1000000000000005 0.050000000000000044 0.5000000000000009 0.0 0.15389675281277324 
4.5 20.0 7.15 7.1000000000000005 0.050000000000000044 0.5000000000000009 0.0 0.15389675281277324 
5.0 20.0 7.125 7.1000000000000005 0.02500000000000005 0.5000000000000009 0.0 0.11180339887498973 
5.5 20.0 7.1000000000000005 7.1000000000000005 0.0 0.0 0.0 0.0 
6.0 20.0 7.1000000000000005 7.556666666666667 0.4566666666666665 2.033333333333334 0.0 0.6039199435733301 
6.5 20.0 7.1658333333333335 7.556666666666667 0.39083333333333314 2.033333333333334 0.0 0.5238877106149118 
7.0 20.0 7.3341666666666665 7.556666666666667 0.22249999999999984 0.6833333333333336 0.0 0.2203980317463404 
7.5 20.0 7.385000000000001 7.556666666666667 0.1716666666666665 0.6833333333333336 0.0 0.19057469257562093 
8.0 20.0 7.516666666666667 7.556666666666667 0.039999999999999813 0.2333333333333325 0.0 0.07422110164787721 
8.5 20.0 7.5525 7.556666666666667 0.004166666666666652 0.08333333333333304 0.0 0.018633899812498186 
9.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
9.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
10.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
10.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
11.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
11.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
12.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
12.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
13.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
13.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
14.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
14.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
15.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
15.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
16.0 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
16.5 20.0 7.556666666666667 7.556666666666667 0.0 0.0 0.0 0.0 
