#####################################################################
# Alchemist log file - simulation started at: 2020-02-18T16:57+0000 #
#####################################################################
# seed = 0.0, speed = 0, meanNeighbors = 10, nodeCount = 50
#
# The columns have the following meaning: 
# time nodes org:protelis:armonicCentralityHLL[Mean] harmonicCentrality[Mean] msqer@harmonicCentrality[Mean] msqer@harmonicCentrality[Max] msqer@harmonicCentrality[Min] msqer@harmonicCentrality[StandardDeviation] 
0.0 50.0 NaN NaN 0.0 0.0 0.0 0.0 
0.5 50.0 1.4047619047619047 19.101444444444443 18.511444444444443 25.28333333333333 11.705952380952379 3.5372149999079885 
1.0 50.0 4.579 19.101444444444443 14.522444444444444 24.283333333333335 5.283333333333331 3.9774248580064353 
1.5 50.0 8.747333333333334 19.101444444444443 10.354111111111111 19.116666666666667 1.3166666666666664 4.135607607575016 
2.0 50.0 14.092333333333332 19.101444444444443 5.00911111111111 11.592857142857142 0.1999999999999993 3.3901602621121594 
2.5 50.0 16.60404761904762 19.101444444444443 2.4973968253968244 10.026190476190475 0.0 2.2133804099374377 
3.0 50.0 18.279809523809522 19.101444444444443 0.8216349206349202 2.6928571428571413 0.0 0.9138909029214042 
3.5 50.0 18.81304761904762 19.101444444444443 0.28839682539682515 2.6928571428571413 0.0 0.5647306564751395 
4.0 50.0 19.066365079365077 19.101444444444443 0.03507936507936499 0.14285714285714235 0.0 0.060031096094360144 
4.5 50.0 19.091007936507935 19.101444444444443 0.010436507936507907 0.14285714285714235 0.0 0.03595376016993923 
5.0 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
5.5 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
6.0 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
6.5 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
7.0 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
7.5 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
8.0 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
8.5 50.0 19.101444444444443 19.101444444444443 0.0 0.0 0.0 0.0 
#####################################################################
# End of data export. Simulation finished at: 2020-02-18T16:57+0000 #
#####################################################################
