#####################################################################
# Alchemist log file - simulation started at: 2020-02-18T16:54+0000 #
#####################################################################
# seed = 0.0, speed = 0, meanNeighbors = 3, nodeCount = 2000
#
# The columns have the following meaning: 
# time nodes org:protelis:armonicCentralityHLL[Mean] harmonicCentrality[Mean] msqer@harmonicCentrality[Mean] msqer@harmonicCentrality[Max] msqer@harmonicCentrality[Min] msqer@harmonicCentrality[StandardDeviation] 
0.0 2000.0 NaN NaN 0.0 0.0 0.0 0.0 
0.5 2000.0 0.760026963262555 6.9865083171682425 6.610674983834909 19.567243867243867 0.0 4.257869453908733 
1.0 2000.0 1.6960333333333335 6.9865083171682425 5.290474983834907 19.567243867243867 0.0 4.013727792216495 
1.5 2000.0 3.3908702380952374 6.9865083171682425 3.5956380790730047 17.737490287490285 0.0 3.231186564877522 
2.0 2000.0 4.533843452380952 6.9865083171682425 2.4526648647872884 13.042677175765414 0.0 2.6467447514921876 
2.5 2000.0 5.213211904761905 6.9865083171682425 1.773296412406337 11.224025974025977 0.0 2.144457138567056 
3.0 2000.0 5.657116143578643 6.9865083171682425 1.3293921735895984 9.189701964701966 0.0 1.8337476528199992 
3.5 2000.0 6.002295364357865 6.9865083171682425 0.9842129528103771 8.093753468753468 0.0 1.5102842064568018 
4.0 2000.0 6.224916525141525 6.9865083171682425 0.7615917920267162 7.333115800608059 0.0 1.3030143819862083 
4.5 2000.0 6.412614749139749 6.9865083171682425 0.5738935680284917 6.3663725163725156 0.0 1.0892996133529138 
5.0 2000.0 6.539327512765012 6.9865083171682425 0.44718080440322816 5.118975713828654 0.0 0.9358654387024026 
5.5 2000.0 6.65156153193212 6.9865083171682425 0.334946785236122 4.320027195027196 0.0 0.7750252517830172 
6.0 2000.0 6.726675360668742 6.9865083171682425 0.2598329564994981 3.795959840812781 0.0 0.6535472469808334 
6.5 2000.0 6.798042576459489 6.9865083171682425 0.18846574070875394 3.7312447743175294 0.0 0.5377231104927415 
7.0 2000.0 6.846470151580445 6.9865083171682425 0.14003816558779575 3.120891238963992 0.0 0.44207289041495534 
7.5 2000.0 6.885251811402391 6.9865083171682425 0.1012565057658498 3.120891238963992 0.0 0.35775752001735517 
8.0 2000.0 6.914430337320487 6.9865083171682425 0.0720779798477532 2.587459947435045 0.0 0.28426742107686337 
8.5 2000.0 6.939593857514176 6.9865083171682425 0.046914459654066896 2.294771525344281 0.0 0.21058333864261064 
9.0 2000.0 6.958083408488226 6.9865083171682425 0.028424908680015078 2.2099856243724876 0.0 0.1448583114177587 
9.5 2000.0 6.969412744372072 6.9865083171682425 0.017095572796170768 1.6417560039756847 0.0 0.10020594546095889 
10.0 2000.0 6.9765389379740155 6.9865083171682425 0.009969379194226786 1.6417560039756847 0.0 0.06791538251339217 
10.5 2000.0 6.981211931028806 6.9865083171682425 0.00529638613943603 0.7700210011194004 0.0 0.04101007800538756 
11.0 2000.0 6.983123584558361 6.9865083171682425 0.0033847326098805073 0.7700210011194004 0.0 0.03186062343792349 
11.5 2000.0 6.985326944005427 6.9865083171682425 0.001181373162814804 0.3640127987954074 0.0 0.015693426383165246 
12.0 2000.0 6.985977932890682 6.9865083171682425 5.303842775581861E-4 0.2777777777777777 0.0 0.009247221470799984 
12.5 2000.0 6.986358705837544 6.9865083171682425 1.4961133069828702E-4 0.13059947299077557 0.0 0.004158146070062317 
13.0 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
13.5 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
14.0 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
14.5 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
15.0 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
15.5 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
16.0 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
16.5 2000.0 6.9865083171682425 6.9865083171682425 0.0 0.0 0.0 0.0 
#####################################################################
# End of data export. Simulation finished at: 2020-02-18T16:55+0000 #
#####################################################################
