#####################################################################
# Alchemist log file - simulation started at: 2020-02-18T16:55+0000 #
#####################################################################
# seed = 0.0, speed = 0, meanNeighbors = 7, nodeCount = 100
#
# The columns have the following meaning: 
# time nodes org:protelis:armonicCentralityHLL[Mean] harmonicCentrality[Mean] msqer@harmonicCentrality[Mean] msqer@harmonicCentrality[Max] msqer@harmonicCentrality[Min] msqer@harmonicCentrality[StandardDeviation] 
0.0 100.0 NaN NaN 0.0 0.0 0.0 0.0 
0.5 100.0 1.5170454545454544 22.5161269547446 21.8486269547446 30.493650793650794 0.0 5.611546113463081 
1.0 100.0 4.2765 22.5161269547446 18.2396269547446 29.368253968253967 0.0 5.356360175764386 
1.5 100.0 8.137642857142858 22.5161269547446 14.378484097601744 23.884307359307353 0.0 4.430561110439015 
2.0 100.0 12.400353174603174 22.5161269547446 10.115773780141426 17.864357864357867 0.0 3.501156831018061 
2.5 100.0 14.706071428571429 22.5161269547446 7.810055526173173 15.242227217227217 0.0 2.8895564577773674 
3.0 100.0 16.99215551115551 22.5161269547446 5.52397144358909 10.478643578643581 0.0 2.877309408672831 
3.5 100.0 18.473715145965144 22.5161269547446 4.042411808779455 9.084698634698631 0.0 2.6010138089328008 
4.0 100.0 19.899692335442335 22.5161269547446 2.6164346193022663 7.7385634790046565 0.0 2.220515786670739 
4.5 100.0 20.705207015207016 22.5161269547446 1.8109199395375863 5.6293131704896435 0.0 1.8777914455689058 
5.0 100.0 21.423718789380555 22.5161269547446 1.0924081653640472 5.064005439005438 0.0 1.561154285164377 
5.5 100.0 21.860055536783477 22.5161269547446 0.6560714179611232 4.646737412913886 0.0 1.12198273646965 
6.0 100.0 22.12029465795642 22.5161269547446 0.395832296788179 3.278280053280053 0.0 0.9136984306905034 
6.5 100.0 22.357280511971688 22.5161269547446 0.15884644277291318 3.0257847544612293 0.0 0.4735714670788235 
7.0 100.0 22.437006606955137 22.5161269547446 0.07912034778946544 0.9270290983526301 0.0 0.22782179224993038 
7.5 100.0 22.49469548343813 22.5161269547446 0.021431471306471352 0.7464932126696855 0.0 0.10598560615107785 
8.0 100.0 22.51002649148237 22.5161269547446 0.0061004632622279524 0.11086331968684604 0.0 0.01962572143868047 
8.5 100.0 22.514917804417802 22.5161269547446 0.0012091503267973639 0.0588235294117645 0.0 0.00827854134101765 
9.0 100.0 22.51609427500604 22.5161269547446 3.2679738562073624E-5 0.0032679738562073624 0.0 3.267973856207366E-4 
9.5 100.0 22.5161269547446 22.5161269547446 0.0 0.0 0.0 0.0 
10.0 100.0 22.5161269547446 22.5161269547446 0.0 0.0 0.0 0.0 
10.5 100.0 22.5161269547446 22.5161269547446 0.0 0.0 0.0 0.0 
11.0 100.0 22.5161269547446 22.5161269547446 0.0 0.0 0.0 0.0 
11.5 100.0 22.5161269547446 22.5161269547446 0.0 0.0 0.0 0.0 
12.0 100.0 22.5161269547446 22.5161269547446 0.0 0.0 0.0 0.0 
12.5 100.0 22.5161269547446 22.5161269547446 0.0 0.0 0.0 0.0 
#####################################################################
# End of data export. Simulation finished at: 2020-02-18T16:55+0000 #
#####################################################################
