#####################################################################
# Alchemist log file - simulation started at: 2020-02-18T16:56+0000 #
#####################################################################
# seed = 0.0, speed = 0, meanNeighbors = 7, nodeCount = 1000
#
# The columns have the following meaning: 
# time nodes org:protelis:armonicCentralityHLL[Mean] harmonicCentrality[Mean] msqer@harmonicCentrality[Mean] msqer@harmonicCentrality[Max] msqer@harmonicCentrality[Min] msqer@harmonicCentrality[StandardDeviation] 
0.0 1000.0 NaN NaN 0.0 0.0 0.0 0.0 
0.5 1000.0 2.091973886328726 86.0268519162958 84.98923286867675 111.28398835147789 1.0 17.098916647083254 
1.0 1000.0 5.199011904761905 86.0268519162958 80.8278400115339 109.30409244746934 0.0 16.550463955741805 
1.5 1000.0 11.945900721500722 86.0268519162958 74.08095119479508 103.3441059970618 0.0 15.177910392963383 
2.0 1000.0 18.85177592962593 86.0268519162958 67.17507598666987 95.62238266788603 0.0 13.294094812729556 
2.5 1000.0 25.171933286811228 86.0268519162958 60.85491862948457 88.21720496336809 0.0 11.56820499950816 
3.0 1000.0 31.363733694616357 86.0268519162958 54.66311822167944 78.96917702341695 0.0 10.039227697875269 
3.5 1000.0 37.28047881333157 86.0268519162958 48.746373102964235 71.20291924908238 0.0 8.638494401483678 
4.0 1000.0 42.920642347868586 86.0268519162958 43.10620956842721 64.20939249466261 0.0 7.52171856277156 
4.5 1000.0 48.18795681605005 86.0268519162958 37.83889510024576 57.9347545678892 0.0 6.783331297576398 
5.0 1000.0 53.22566031643438 86.0268519162958 32.801191599861426 57.62082828109839 0.0 6.4147602667752235 
5.5 1000.0 57.995982943259385 86.0268519162958 28.030868973036412 50.34689110716121 0.0 6.403895203124531 
6.0 1000.0 62.347629129072466 86.0268519162958 23.67922278722334 50.34689110716121 0.0 6.3746485291819495 
6.5 1000.0 66.27055770200683 86.0268519162958 19.756294214288967 37.40467909873472 0.0 6.456927301784941 
7.0 1000.0 69.76547512843295 86.0268519162958 16.261376787862854 36.219998005422916 0.0 6.307245052005535 
7.5 1000.0 72.76510719509899 86.0268519162958 13.261744721196804 30.76385261355839 0.0 6.149216410368487 
8.0 1000.0 75.44249692288214 86.0268519162958 10.584354993413653 29.425500387019415 0.0 5.6691629605434875 
8.5 1000.0 77.59537632017324 86.0268519162958 8.431475596122558 27.375967159137844 0.0 5.176236231751248 
9.0 1000.0 79.41976120826514 86.0268519162958 6.607090708030661 25.601228744812566 0.0 4.548291399811272 
9.5 1000.0 80.84369040588581 86.0268519162958 5.183161510409994 24.799735831218346 0.0 3.9162524504279577 
10.0 1000.0 81.99413312641292 86.0268519162958 4.03271878988288 20.88497803871928 0.0 3.3171315272955253 
10.5 1000.0 82.84980231646225 86.0268519162958 3.1770495998335613 20.263107951182086 0.0 2.720423606766127 
11.0 1000.0 83.49225209829072 86.0268519162958 2.5345998180050793 15.192979415082213 0.0 2.2115579305532913 
11.5 1000.0 83.95871738406424 86.0268519162958 2.0681345322315634 14.762960511919147 0.0 1.7349804718671973 
12.0 1000.0 84.32356700156107 86.0268519162958 1.7032849147347335 10.493970624380339 0.0 1.3323149332835649 
12.5 1000.0 84.58381006029992 86.0268519162958 1.4430418559958709 10.206082622759865 0.0 0.9494958926709843 
13.0 1000.0 84.7711473008436 86.0268519162958 1.2557046154522116 5.132212919398825 0.0 0.7221838123437244 
13.5 1000.0 84.89527348541402 86.0268519162958 1.1315784308817758 4.994489570895269 0.0 0.568673108777504 
14.0 1000.0 84.97238146127363 86.0268519162958 1.054470455022167 2.268063564122727 0.0 0.513045222061105 
14.5 1000.0 85.02655116172579 86.0268519162958 1.0003007545700071 2.130653601870506 0.0 0.4845482445134051 
15.0 1000.0 85.06432916990572 86.0268519162958 0.9625227463900891 2.130653601870506 0.0 0.4701415352947215 
15.5 1000.0 85.0907441253595 86.0268519162958 0.9361077909362956 2.130653601870506 0.0 0.4588707950155877 
16.0 1000.0 85.10929614615496 86.0268519162958 0.9175557701408432 2.130653601870506 0.0 0.45448916124250943 
16.5 1000.0 85.12529227831402 86.0268519162958 0.9015596379817785 2.130653601870506 0.0 0.44723972544851237 
17.0 1000.0 85.13351656405418 86.0268519162958 0.8933353522416208 2.130653601870506 0.0 0.442951533781541 
17.5 1000.0 85.14042282866416 86.0268519162958 0.8864290876316475 2.130653601870506 0.0 0.44180293670248205 
18.0 1000.0 85.14613569427074 86.0268519162958 0.8807162220250572 2.130653601870506 0.0 0.44117331061672393 
